artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
The Union Underground,Logged In,Harper,M,9,Barrett,206.96771,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,632,Natural High,200,1542661852796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Jay-Jay Johanson,Logged In,Devin,M,4,Larson,246.64771,free,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1541045604796.0,624,Waiting,200,1542662013796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,60
M.I.A.,Logged In,Harper,M,10,Barrett,206.13179,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,632,Paper Planes,200,1542662058796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Franz Ferdinand,Logged In,Devin,M,5,Larson,183.35302,free,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1541045604796.0,624,Fade Together,200,1542662259796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,60
Todd Barry,Logged In,Harper,M,11,Barrett,126.82404,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,632,Sugar Ray (LP Version),200,1542662264796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Rilo Kiley,Logged In,Harper,M,12,Barrett,222.06649,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,632,With Arms Outstretched (Album Version),200,1542662390796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
,Logged In,Braden,M,0,Parker,,free,"Youngstown-Warren-Boardman, OH-PA",GET,Home,1540999292796.0,570,,200,1542663711796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",74
Paul Simon,Logged In,Samuel,M,0,Gonzalez,189.72689,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540492941796.0,703,The Sound Of Silence,200,1542663834796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",61
Crystal Castles,Logged In,Braden,M,1,Parker,293.8771,free,"Youngstown-Warren-Boardman, OH-PA",PUT,NextSong,1540999292796.0,570,Year Of Silence,200,1542663899796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",74
Ultraje A Rigor,Logged In,Jayden,M,0,Graves,214.282,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,InÃÂºtil,200,1542663919796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Journey,Logged In,Jayden,M,1,Graves,250.14812,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,When You Love A Woman,200,1542664133796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
John Mayer,Logged In,Jayden,M,2,Graves,201.16853,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Waiting On The World To Change,200,1542664383796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
The Decemberists,Logged In,Jayden,M,3,Graves,421.85098,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,I Was Meant For the Stage,200,1542664584796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Blue October,Logged In,Ayleen,F,0,Wise,325.90322,free,"Columbia, SC",PUT,NextSong,1541085793796.0,212,Come In Closer,200,1542664655796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53""",71
Priscilla Ahn,Logged In,Jayden,M,4,Graves,211.64363,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Dream,200,1542665005796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
John Hiatt,Logged In,Jayden,M,5,Graves,272.06485,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Something Wild,200,1542665216796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Sauce Money Featuring Memphis Bleek,Logged In,Jayden,M,6,Graves,280.21506,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,What We Do (Explicit) (Feat. Memphis Bleek),200,1542665488796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Alice Deejay,Logged In,Jayden,M,7,Graves,216.5024,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Better Off Alone,200,1542665768796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Avenged Sevenfold,Logged In,Jayden,M,8,Graves,538.30485,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,I Won't See You Tonight Part 1,200,1542665984796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Alejandro Sanz,Logged In,Ryan,M,0,Smith,230.24281,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796.0,725,Non E_ Per Te_ Per Me,200,1542666230796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Black Mountain,Logged In,Ryan,M,1,Smith,267.41506,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541016707796.0,725,Stay Free (Album Version),200,1542666460796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36""",26
Tom Petty,Logged In,Jayden,M,9,Graves,263.23546,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Runnin' Down A Dream,200,1542666522796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Eddie Vedder,Logged In,Jayden,M,10,Graves,164.17914,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Guaranteed,200,1542666785796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged In,Jayden,M,11,Graves,,paid,"Marinette, WI-MI",GET,Home,1540664184796.0,594,,200,1542666830796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Alex Party,Logged In,Jayden,M,12,Graves,229.77261,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Don't Give Me Your Life,200,1542666949796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Mission Of Burma,Logged In,Jayden,M,13,Graves,188.1073,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Comes Undone,200,1542667178796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Camera Obscura,Logged In,Jayden,M,14,Graves,229.51138,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,James,200,1542667366796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Enya,Logged In,Jayden,M,15,Graves,212.32281,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,May It Be (Album version),200,1542667595796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
R.I.O.,Logged In,Jayden,M,16,Graves,217.12934,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,When The Sun Comes Down,200,1542667807796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Modest Mouse,Logged In,Jayden,M,17,Graves,209.52771,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Float On,200,1542668024796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Bill Withers,Logged In,Jayden,M,18,Graves,383.73832,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Make Love To Your Mind,200,1542668233796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Metallica,Logged In,Jayden,M,19,Graves,306.46812,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Ain't My Bitch,200,1542668616796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged In,Connar,M,0,Moreno,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1540823606796.0,590,,200,1542668802796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/538.46 (KHTML, like Gecko) Version/8.0 Safari/538.46""",62
AFI,Logged In,Jayden,M,20,Graves,176.48281,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Miseria Cantare--The Beginning,200,1542668922796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Badly Drawn Boy,Logged In,Jayden,M,21,Graves,306.46812,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Wider Than a Smile,200,1542669098796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Dante Thomas,Logged In,Jayden,M,22,Graves,217.65179,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Get It On,200,1542669404796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Shinedown,Logged In,Jayden,M,23,Graves,204.01587,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Heroes (Album Version),200,1542669621796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged In,Bronson,M,0,Harris,,free,"Eugene, OR",GET,Home,1540906915796.0,682,,200,1542669735796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
MGMT,Logged In,Bronson,M,1,Harris,264.17587,free,"Eugene, OR",PUT,NextSong,1540906915796.0,682,Time To Pretend,200,1542669772796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
Last Days Of April,Logged In,Jayden,M,24,Graves,185.39057,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Who's On The Phone?,200,1542669825796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Corinne Bailey Rae,Logged In,Jayden,M,25,Graves,192.86159,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Another Rainy Day,200,1542670010796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
JosÃÂ© MercÃÂ©,Logged In,Jayden,M,26,Graves,219.24526,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Primavera,200,1542670202796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Lady GaGa,Logged In,Jayden,M,27,Graves,249.20771,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Monster,200,1542670421796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Javier Ruibal,Logged In,Jayden,M,28,Graves,286.95465,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Isla Mujeres,200,1542670670796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Finntroll,Logged In,Jayden,M,29,Graves,280.37179,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,SÃÂ¥ng,200,1542670956796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Nada Surf,Logged In,Jayden,M,30,Graves,220.57751,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Popular (LP Version),200,1542671236796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Redbone,Logged In,Jayden,M,31,Graves,586.21342,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Sizzle Gets It Again,200,1542671456796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
The Killers,Logged In,Jayden,M,32,Graves,246.80444,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Read My Mind,200,1542672042796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Tamia,Logged In,Jayden,M,33,Graves,243.09506,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Officially Missing You (Radio Version),200,1542672288796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Randy Crawford,Logged In,Jayden,M,34,Graves,270.75873,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Almaz,200,1542672531796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Frumpies,Logged In,Jayden,M,35,Graves,134.47791,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Fuck Kitty,200,1542672801796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Julia Fordham,Logged In,Jayden,M,36,Graves,279.50975,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Girlfriend,200,1542672935796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
The Black Keys,Logged In,Jayden,M,37,Graves,239.59465,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Unknown Brother,200,1542673214796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Georgia Satellites,Logged In,Jayden,M,38,Graves,178.88608,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Battleship Chains (LP Version),200,1542673453796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged In,Jayden,M,39,Graves,,paid,"Marinette, WI-MI",GET,Home,1540664184796.0,594,,200,1542673602796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
M.I.A.,Logged In,Jayden,M,40,Graves,206.13179,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Paper Planes,200,1542673631796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Phish,Logged In,Jayden,M,41,Graves,319.29424,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Prince Caspian,200,1542673837796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Dislocation Dance,Logged In,Maia,F,0,Burke,122.87955,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540676534796.0,628,With A Smile On Your Face And A Frown In Your Heart,200,1542673957796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",51
The Black Keys,Logged In,Jayden,M,42,Graves,238.62812,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Strange Times,200,1542674156796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
John Hiatt,Logged In,Jayden,M,43,Graves,242.442,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Have A Little Faith In Me,200,1542674394796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Elvis Costello,Logged In,Jayden,M,44,Graves,226.0371,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Watching The Detectives,200,1542674636796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Son House,Logged In,Jayden,M,45,Graves,239.38567,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Death Letter Blues (Live),200,1542674862796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Cyndi Lauper,Logged In,Jayden,M,46,Graves,231.81016,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,She Bop,200,1542675101796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
ÃÂtienne Daho,Logged In,Jayden,M,47,Graves,231.3922,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Paris Ailleurs (Live 1992),200,1542675332796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Dragonforce,Logged In,Jayden,M,48,Graves,345.5473,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Cry of the Brave,200,1542675563796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Rise Against,Logged In,Jayden,M,49,Graves,242.25914,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Savior,200,1542675908796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Emmy The Great,Logged In,Noah,M,0,Chavez,204.79955,free,"Ogden-Clearfield, UT",PUT,NextSong,1540970748796.0,530,Mia,200,1542676105796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,94
,Logged In,Noah,M,1,Chavez,,free,"Ogden-Clearfield, UT",PUT,Logout,1540970748796.0,530,,307,1542676106796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,94
,Logged Out,,,2,,,free,,GET,Home,,530,,200,1542676109796,,
Kings Of Leon,Logged In,Jayden,M,50,Graves,231.81016,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Use Somebody,200,1542676150796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Avenged Sevenfold,Logged In,Jayden,M,51,Graves,283.76771,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Unholy Confessions,200,1542676381796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
A.B. Quintanilla III Y Los Kumbia Kings,Logged In,Jayden,M,52,Graves,196.77995,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Te Quiero A Ti,200,1542676664796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Coldplay,Logged In,Jayden,M,53,Graves,228.62322,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Only Superstition,200,1542676860796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
B.o.B,Logged In,Jayden,M,54,Graves,269.63546,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Nothin' On You [feat. Bruno Mars] (Album Version),200,1542677088796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Crystal Castles,Logged In,Jayden,M,55,Graves,252.89098,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Baptism,200,1542677357796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Justin Nozuka,Logged In,Jayden,M,56,Graves,213.62893,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Mr Therapy Man,200,1542677609796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Blackmore's Night,Logged In,Jayden,M,57,Graves,201.40363,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Sister Gypsy,200,1542677822796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged In,Kinsley,F,0,Young,,paid,"Red Bluff, CA",GET,Home,1540465241796.0,658,,200,1542677846796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Beirut,Logged In,Kinsley,F,1,Young,239.0722,paid,"Red Bluff, CA",PUT,NextSong,1540465241796.0,658,Fountains And Tramways,200,1542677914796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Beck,Logged In,Jayden,M,58,Graves,304.50893,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,End Of The Day,200,1542678023796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged In,Jayden,M,59,Graves,,paid,"Marinette, WI-MI",PUT,Logout,1540664184796.0,594,,307,1542678024796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
,Logged Out,,,60,,,paid,,GET,Home,,594,,200,1542678026796,,
,Logged Out,,,61,,,paid,,PUT,Login,,594,,307,1542678027796,,
,Logged In,Jayden,M,62,Graves,,paid,"Marinette, WI-MI",GET,Home,1540664184796.0,594,,200,1542678070796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Arctic Monkeys,Logged In,Kinsley,F,2,Young,177.84118,paid,"Red Bluff, CA",PUT,NextSong,1540465241796.0,658,Fake Tales Of San Francisco (Explicit),200,1542678153796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
Van Halen,Logged In,Lily,F,0,Burns,227.44771,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796.0,727,Ain't Talkin'  'Bout Love (Remastered Version),200,1542678180796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
,Logged In,Lily,F,1,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Settings,1540621059796.0,727,,200,1542678185796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
,Logged In,Lily,F,2,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Help,1540621059796.0,727,,200,1542678192796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Secret Garden,Logged In,Jayden,M,63,Graves,180.21832,paid,"Marinette, WI-MI",PUT,NextSong,1540664184796.0,594,Atlantia,200,1542678327796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",25
Snow Patrol,Logged In,Kinsley,F,3,Young,274.49424,paid,"Red Bluff, CA",PUT,NextSong,1540465241796.0,658,Chasing Cars,200,1542678330796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",85
